"REF_DATE","GEO","DGUID","Traveller characteristics","Traveller type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-03","St. John's","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296957219","5.18.3","295","","","","0"
"2024-03","St. John's","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296957265","5.41.1","2754","","","","0"
"2024-03","St. John's","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296957266","5.41.2","83","","","","0"
"2024-03","St. John's","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296957267","5.41.3","2671","","","","0"
"2024-03","St. John's","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296957268","5.42.1","1112","","","","0"
"2024-03","St. John's","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296957269","5.42.2","67","","","","0"
"2024-03","St. John's","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296957270","5.42.3","1045","","","","0"
"2024-03","St. John's","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296957341","5.75.1","387","","","","0"
"2024-03","St. John's","","Other non-tourism related purposes","Travellers","Travellers","418","units","0","v1296957351","5.91.1","393","","","","0"
"2024-03","Central Newfoundland","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296957356","6.3.1","92","","","","0"
"2024-03","Central Newfoundland","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296957357","6.3.2","88","","","","0"
"2024-03","Central Newfoundland","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296957358","6.3.3","4","","","","0"
"2024-03","Central Newfoundland","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296957380","6.18.1","56","","","","0"
"2024-03","Central Newfoundland","","Residents of countries other than the United States of America entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296957381","6.18.2","47","","","","0"
"2024-03","Central Newfoundland","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296957382","6.18.3","9","","","","0"
"2024-03","Central Newfoundland","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296957428","6.41.1","194","","","","0"
"2024-03","Central Newfoundland","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296957429","6.41.2","19","","","","0"
"2024-03","Central Newfoundland","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296957430","6.41.3","175","","","","0"
"2024-03","Central Newfoundland","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296957431","6.42.1","22","","","","0"
"2024-03","Central Newfoundland","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296957432","6.42.2","19","","","","0"
"2024-03","Central Newfoundland","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296957433","6.42.3","3","","","","0"
"2024-03","Central Newfoundland","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296957504","6.75.1","6","","","","0"
"2024-03","Central Newfoundland","","Other non-tourism related purposes","Travellers","Travellers","418","units","0","v1296957514","6.91.1","35","","","","0"
"2024-03","Gander","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296957519","7.3.1","92","","","","0"
"2024-03","Gander","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296957520","7.3.2","88","","","","0"
"2024-03","Gander","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296957521","7.3.3","4","","","","0"
"2024-03","Gander","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296957543","7.18.1","56","","","","0"
"2024-03","Gander","","Residents of countries other than the United States of America entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296957544","7.18.2","47","","","","0"
"2024-03","Gander","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296957545","7.18.3","9","","","","0"
"2024-03","Gander","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296957591","7.41.1","194","","","","0"
"2024-03","Gander","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296957592","7.41.2","19","","","","0"
"2024-03","Gander","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296957593","7.41.3","175","","","","0"
"2024-03","Gander","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296957594","7.42.1","22","","","","0"
"2024-03","Gander","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296957595","7.42.2","19","","","","0"
"2024-03","Gander","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296957596","7.42.3","3","","","","0"
"2024-03","Gander","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296957667","7.75.1","6","","","","0"
"2024-03","Gander","","Other non-tourism related purposes","Travellers","Travellers","418","units","0","v1296957677","7.91.1","35","","","","0"
"2024-03","Eastern Newfoundland","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296957845","9.3.1","4","","","","0"
"2024-03","Eastern Newfoundland","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296957847","9.3.3","4","","","","0"
"2024-03","Eastern Newfoundland","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296957869","9.18.1","214","","","","0"
"2024-03","Eastern Newfoundland","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296957871","9.18.3","214","","","","0"
"2024-03","Eastern Newfoundland","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296957917","9.41.1","22","","","","0"
"2024-03","Eastern Newfoundland","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296957919","9.41.3","22","","","","0"
"2024-03","Eastern Newfoundland","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296957993","9.75.1","164","","","","0"
"2024-03","Fortune","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296958171","11.3.1","4","","","","0"
"2024-03","Fortune","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958173","11.3.3","4","","","","0"
"2024-03","Fortune","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296958195","11.18.1","214","","","","0"
"2024-03","Fortune","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958197","11.18.3","214","","","","0"
"2024-03","Fortune","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296958243","11.41.1","22","","","","0"
"2024-03","Fortune","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296958245","11.41.3","22","","","","0"
"2024-03","Fortune","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296958319","11.75.1","164","","","","0"
"2024-03","Labrador","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296958334","12.3.1","141","","","","0"
"2024-03","Labrador","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958335","12.3.2","133","","","","0"
"2024-03","Labrador","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958336","12.3.3","8","","","","0"
"2024-03","Labrador","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296958358","12.18.1","127","","","","0"
"2024-03","Labrador","","Residents of countries other than the United States of America entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958359","12.18.2","92","","","","0"
"2024-03","Labrador","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958360","12.18.3","35","","","","0"
"2024-03","Labrador","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296958406","12.41.1","23","","","","0"
"2024-03","Labrador","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958407","12.41.2","23","","","","0"
"2024-03","Labrador","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296958409","12.42.1","23","","","","0"
"2024-03","Labrador","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296958410","12.42.2","23","","","","0"
"2024-03","Labrador","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296958482","12.75.1","8","","","","0"
"2024-03","Labrador","","Other non-tourism related purposes","Travellers","Travellers","418","units","0","v1296958492","12.91.1","173","","","","0"
"2024-03","Goose Bay","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296958497","13.3.1","141","","","","0"
"2024-03","Goose Bay","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958498","13.3.2","133","","","","0"
"2024-03","Goose Bay","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958499","13.3.3","8","","","","0"
"2024-03","Goose Bay","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296958521","13.18.1","127","","","","0"
"2024-03","Goose Bay","","Residents of countries other than the United States of America entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958522","13.18.2","92","","","","0"
"2024-03","Goose Bay","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958523","13.18.3","35","","","","0"
"2024-03","Goose Bay","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296958569","13.41.1","23","","","","0"
"2024-03","Goose Bay","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958570","13.41.2","23","","","","0"
"2024-03","Goose Bay","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296958572","13.42.1","23","","","","0"
"2024-03","Goose Bay","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296958573","13.42.2","23","","","","0"
"2024-03","Goose Bay","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296958645","13.75.1","8","","","","0"
"2024-03","Goose Bay","","Other non-tourism related purposes","Travellers","Travellers","418","units","0","v1296958655","13.91.1","173","","","","0"
"2024-03","Western Newfoundland","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296958660","14.3.1","8","","","","0"
"2024-03","Western Newfoundland","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958661","14.3.2","8","","","","0"
"2024-03","Western Newfoundland","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296958684","14.18.1","45","","","","0"
"2024-03","Western Newfoundland","","Residents of countries other than the United States of America entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958685","14.18.2","20","","","","0"
"2024-03","Western Newfoundland","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958686","14.18.3","25","","","","0"
"2024-03","Western Newfoundland","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296958732","14.41.1","177","","","","0"
"2024-03","Western Newfoundland","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958733","14.41.2","82","","","","0"
"2024-03","Western Newfoundland","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296958734","14.41.3","95","","","","0"
"2024-03","Western Newfoundland","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296958735","14.42.1","3","","","","0"
"2024-03","Western Newfoundland","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296958736","14.42.2","3","","","","0"
"2024-03","Western Newfoundland","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296958808","14.75.1","12","","","","0"
"2024-03","Corner Brook","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296958847","15.18.1","45","","","","0"
"2024-03","Corner Brook","","Residents of countries other than the United States of America entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958848","15.18.2","20","","","","0"
"2024-03","Corner Brook","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296958849","15.18.3","25","","","","0"
"2024-03","Corner Brook","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296958895","15.41.1","177","","","","0"
"2024-03","Corner Brook","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296958896","15.41.2","82","","","","0"
"2024-03","Corner Brook","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296958897","15.41.3","95","","","","0"
"2024-03","Corner Brook","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296958898","15.42.1","3","","","","0"
"2024-03","Corner Brook","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296958899","15.42.2","3","","","","0"
"2024-03","Corner Brook","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296958971","15.75.1","12","","","","0"
"2024-03","Stephenville","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296959149","17.3.1","8","","","","0"
"2024-03","Stephenville","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959150","17.3.2","8","","","","0"
"2024-03","Prince Edward Island","2016A000211","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296959312","18.3.1","5","","","","0"
"2024-03","Prince Edward Island","2016A000211","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959313","18.3.2","5","","","","0"
"2024-03","Prince Edward Island","2016A000211","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296959384","18.41.1","5","","","","0"
"2024-03","Prince Edward Island","2016A000211","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959385","18.41.2","5","","","","0"
"2024-03","Prince Edward Island","2016A000211","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296959387","18.42.1","5","","","","0"
"2024-03","Prince Edward Island","2016A000211","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296959388","18.42.2","5","","","","0"
"2024-03","Prince Edward Island Area","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296959475","19.3.1","5","","","","0"
"2024-03","Prince Edward Island Area","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959476","19.3.2","5","","","","0"
"2024-03","Prince Edward Island Area","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296959547","19.41.1","5","","","","0"
"2024-03","Prince Edward Island Area","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959548","19.41.2","5","","","","0"
"2024-03","Prince Edward Island Area","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296959550","19.42.1","5","","","","0"
"2024-03","Prince Edward Island Area","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296959551","19.42.2","5","","","","0"
"2024-03","Charlottetown","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296959638","20.3.1","5","","","","0"
"2024-03","Charlottetown","","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959639","20.3.2","5","","","","0"
"2024-03","Charlottetown","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296959710","20.41.1","5","","","","0"
"2024-03","Charlottetown","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959711","20.41.2","5","","","","0"
"2024-03","Charlottetown","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296959713","20.42.1","5","","","","0"
"2024-03","Charlottetown","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296959714","20.42.2","5","","","","0"
"2024-03","Nova Scotia","2016A000212","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296959801","21.3.1","927","","","","0"
"2024-03","Nova Scotia","2016A000212","United States of America residents entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959802","21.3.2","57","","","","0"
"2024-03","Nova Scotia","2016A000212","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296959803","21.3.3","870","","","","0"
"2024-03","Nova Scotia","2016A000212","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296959846","21.18.1","1552","","","","0"
"2024-03","Nova Scotia","2016A000212","Residents of countries other than the United States of America entering Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959847","21.18.2","87","","","","0"
"2024-03","Nova Scotia","2016A000212","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296959848","21.18.3","1465","","","","0"
"2024-03","Nova Scotia","2016A000212","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296959915","21.41.1","36235","","","","0"
"2024-03","Nova Scotia","2016A000212","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296959916","21.41.2","233","","","","0"
"2024-03","Nova Scotia","2016A000212","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296959917","21.41.3","36002","","","","0"
"2024-03","Nova Scotia","2016A000212","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296959918","21.42.1","10908","","","","0"
"2024-03","Nova Scotia","2016A000212","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296959919","21.42.2","156","","","","0"
"2024-03","Nova Scotia","2016A000212","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296959920","21.42.3","10752","","","","0"
"2024-03","Nova Scotia","2016A000212","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296960015","21.75.1","3198","","","","0"
"2024-03","Nova Scotia","2016A000212","Other non-tourism related purposes","Travellers","Travellers","418","units","0","v1296960031","21.91.1","644","","","","0"
"2024-03","Cape Breton","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296960036","22.3.1","7","","","","0"
"2024-03","Cape Breton","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296960038","22.3.3","7","","","","0"
"2024-03","Cape Breton","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296960081","22.18.1","1","","","","0"
"2024-03","Cape Breton","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296960083","22.18.3","1","","","","0"
"2024-03","Cape Breton","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296960150","22.41.1","1","","","","0"
"2024-03","Cape Breton","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296960152","22.41.3","1","","","","0"
"2024-03","Cape Breton","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296960153","22.42.1","1","","","","0"
"2024-03","Cape Breton","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296960155","22.42.3","1","","","","0"
"2024-03","Cape Breton","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296960250","22.75.1","27","","","","0"
"2024-03","Port Hawkesbury","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296960385","23.41.1","1","","","","0"
"2024-03","Port Hawkesbury","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296960387","23.41.3","1","","","","0"
"2024-03","Port Hawkesbury","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296960388","23.42.1","1","","","","0"
"2024-03","Port Hawkesbury","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296960390","23.42.3","1","","","","0"
"2024-03","Sydney","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296960506","24.3.1","7","","","","0"
"2024-03","Sydney","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296960508","24.3.3","7","","","","0"
"2024-03","Sydney","","Residents of countries other than the United States of America entering Canada","Travellers","Travellers","418","units","0","v1296960551","24.18.1","1","","","","0"
"2024-03","Sydney","","Residents of countries other than the United States of America entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296960553","24.18.3","1","","","","0"
"2024-03","Sydney","","Crew entering or returning to Canada","Travellers","Travellers","418","units","0","v1296960720","24.75.1","27","","","","0"
"2024-03","Evangeline Trail/Lighthouse Route","","United States of America residents entering Canada","Travellers","Travellers","418","units","0","v1296960741","25.3.1","2","","","","0"
"2024-03","Evangeline Trail/Lighthouse Route","","United States of America residents entering Canada","Tourists (overnight)","Travellers","418","units","0","v1296960743","25.3.3","2","","","","0"
