"REF_DATE","GEO","DGUID","Traveller characteristics","Traveller type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-03","Northeastern Ontario","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296990465","151.41.1","32978","","p","","0"
"2025-03","Northeastern Ontario","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296990466","151.41.2","24804","","p","","0"
"2025-03","Northeastern Ontario","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296990467","151.41.3","8174","","p","","0"
"2025-03","Northeastern Ontario","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296990468","151.42.1","32975","","p","","0"
"2025-03","Northeastern Ontario","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296990469","151.42.2","24801","","p","","0"
"2025-03","Northeastern Ontario","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296990470","151.42.3","8174","","p","","0"
"2025-03","North Bay","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296990935","153.41.1","14","","p","","0"
"2025-03","North Bay","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296990936","153.41.2","14","","p","","0"
"2025-03","North Bay","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296990938","153.42.1","14","","p","","0"
"2025-03","North Bay","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296990939","153.42.2","14","","p","","0"
"2025-03","Sault Ste. Marie","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296991170","154.41.1","32935","","p","","0"
"2025-03","Sault Ste. Marie","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296991171","154.41.2","24761","","p","","0"
"2025-03","Sault Ste. Marie","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296991172","154.41.3","8174","","p","","0"
"2025-03","Sault Ste. Marie","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296991173","154.42.1","32932","","p","","0"
"2025-03","Sault Ste. Marie","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296991174","154.42.2","24758","","p","","0"
"2025-03","Sault Ste. Marie","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296991175","154.42.3","8174","","p","","0"
"2025-03","Sudbury","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296991405","155.41.1","29","","p","","0"
"2025-03","Sudbury","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296991406","155.41.2","29","","p","","0"
"2025-03","Sudbury","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296991408","155.42.1","29","","p","","0"
"2025-03","Sudbury","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296991409","155.42.2","29","","p","","0"
"2025-03","Northwestern Ontario","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296991875","157.41.1","41075","","p","","0"
"2025-03","Northwestern Ontario","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296991876","157.41.2","29759","","p","","0"
"2025-03","Northwestern Ontario","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296991877","157.41.3","11316","","p","","0"
"2025-03","Northwestern Ontario","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296991878","157.42.1","39404","","p","","0"
"2025-03","Northwestern Ontario","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296991879","157.42.2","29744","","p","","0"
"2025-03","Northwestern Ontario","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296991880","157.42.3","9660","","p","","0"
"2025-03","Fort Frances","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296992345","159.41.1","13895","","p","","0"
"2025-03","Fort Frances","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296992346","159.41.2","11294","","p","","0"
"2025-03","Fort Frances","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296992347","159.41.3","2601","","p","","0"
"2025-03","Fort Frances","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296992348","159.42.1","13895","","p","","0"
"2025-03","Fort Frances","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296992349","159.42.2","11294","","p","","0"
"2025-03","Fort Frances","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296992350","159.42.3","2601","","p","","0"
"2025-03","Pigeon River","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296992815","161.41.1","12772","","p","","0"
"2025-03","Pigeon River","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296992816","161.41.2","6327","","p","","0"
"2025-03","Pigeon River","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296992817","161.41.3","6445","","p","","0"
"2025-03","Pigeon River","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296992818","161.42.1","12772","","p","","0"
"2025-03","Pigeon River","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296992819","161.42.2","6327","","p","","0"
"2025-03","Pigeon River","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296992820","161.42.3","6445","","p","","0"
"2025-03","Rainy River","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296993285","163.41.1","12698","","p","","0"
"2025-03","Rainy River","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296993286","163.41.2","12098","","p","","0"
"2025-03","Rainy River","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296993287","163.41.3","600","","p","","0"
"2025-03","Rainy River","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296993288","163.42.1","12698","","p","","0"
"2025-03","Rainy River","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296993289","163.42.2","12098","","p","","0"
"2025-03","Rainy River","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296993290","163.42.3","600","","p","","0"
"2025-03","Thunder Bay","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296993755","165.41.1","1710","","p","","0"
"2025-03","Thunder Bay","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296993756","165.41.2","40","","p","","0"
"2025-03","Thunder Bay","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296993757","165.41.3","1670","","p","","0"
"2025-03","Thunder Bay","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296993758","165.42.1","39","","p","","0"
"2025-03","Thunder Bay","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296993759","165.42.2","25","","p","","0"
"2025-03","Thunder Bay","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296993760","165.42.3","14","","p","","0"
"2025-03","Southeastern Ontario","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296993990","166.41.1","221644","","p","","0"
"2025-03","Southeastern Ontario","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296993991","166.41.2","94062","","p","","0"
"2025-03","Southeastern Ontario","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296993992","166.41.3","127582","","p","","0"
"2025-03","Southeastern Ontario","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296993993","166.42.1","188334","","p","","0"
"2025-03","Southeastern Ontario","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296993994","166.42.2","94037","","p","","0"
"2025-03","Southeastern Ontario","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296993995","166.42.3","94297","","p","","0"
"2025-03","Cornwall","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296994695","169.41.1","79559","","p","","0"
"2025-03","Cornwall","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296994696","169.41.2","76725","","p","","0"
"2025-03","Cornwall","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296994697","169.41.3","2834","","p","","0"
"2025-03","Cornwall","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296994698","169.42.1","79559","","p","","0"
"2025-03","Cornwall","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296994699","169.42.2","76725","","p","","0"
"2025-03","Cornwall","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296994700","169.42.3","2834","","p","","0"
"2025-03","Kingston","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296995165","171.41.1","28","","p","","0"
"2025-03","Kingston","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296995166","171.41.2","27","","p","","0"
"2025-03","Kingston","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296995167","171.41.3","1","","p","","0"
"2025-03","Kingston","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296995168","171.42.1","28","","p","","0"
"2025-03","Kingston","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296995169","171.42.2","27","","p","","0"
"2025-03","Kingston","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296995170","171.42.3","1","","p","","0"
"2025-03","Lansdowne","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296995400","172.41.1","55157","","p","","0"
"2025-03","Lansdowne","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296995401","172.41.2","7792","","p","","0"
"2025-03","Lansdowne","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296995402","172.41.3","47365","","p","","0"
"2025-03","Lansdowne","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296995403","172.42.1","55157","","p","","0"
"2025-03","Lansdowne","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296995404","172.42.2","7792","","p","","0"
"2025-03","Lansdowne","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296995405","172.42.3","47365","","p","","0"
"2025-03","Ottawa","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296995635","173.41.1","70329","","p","","0"
"2025-03","Ottawa","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296995636","173.41.2","584","","p","","0"
"2025-03","Ottawa","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296995637","173.41.3","69745","","p","","0"
"2025-03","Ottawa","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296995638","173.42.1","37019","","p","","0"
"2025-03","Ottawa","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296995639","173.42.2","559","","p","","0"
"2025-03","Ottawa","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296995640","173.42.3","36460","","p","","0"
"2025-03","Peterborough","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296995870","174.41.1","35","","p","","0"
"2025-03","Peterborough","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296995871","174.41.2","35","","p","","0"
"2025-03","Peterborough","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296995873","174.42.1","35","","p","","0"
"2025-03","Peterborough","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296995874","174.42.2","35","","p","","0"
"2025-03","Prescott","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296996340","176.41.1","16536","","p","","0"
"2025-03","Prescott","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296996341","176.41.2","8899","","p","","0"
"2025-03","Prescott","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296996342","176.41.3","7637","","p","","0"
"2025-03","Prescott","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296996343","176.42.1","16536","","p","","0"
"2025-03","Prescott","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296996344","176.42.2","8899","","p","","0"
"2025-03","Prescott","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296996345","176.42.3","7637","","p","","0"
"2025-03","Southwestern Ontario","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296996810","178.41.1","423695","","p","","0"
"2025-03","Southwestern Ontario","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296996811","178.41.2","272821","","p","","0"
"2025-03","Southwestern Ontario","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296996812","178.41.3","150874","","p","","0"
"2025-03","Southwestern Ontario","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296996813","178.42.1","416811","","p","","0"
"2025-03","Southwestern Ontario","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296996814","178.42.2","272763","","p","","0"
"2025-03","Southwestern Ontario","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296996815","178.42.3","144048","","p","","0"
"2025-03","Chatham","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296997045","179.41.1","35","","p","","0"
"2025-03","Chatham","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296997046","179.41.2","25","","p","","0"
"2025-03","Chatham","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296997047","179.41.3","10","","p","","0"
"2025-03","Chatham","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296997048","179.42.1","35","","p","","0"
"2025-03","Chatham","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296997049","179.42.2","25","","p","","0"
"2025-03","Chatham","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296997050","179.42.3","10","","p","","0"
"2025-03","London","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296997280","180.41.1","6718","","p","","0"
"2025-03","London","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296997281","180.41.2","246","","p","","0"
"2025-03","London","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296997282","180.41.3","6472","","p","","0"
"2025-03","London","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296997283","180.42.1","1328","","p","","0"
"2025-03","London","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296997284","180.42.2","220","","p","","0"
"2025-03","London","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296997285","180.42.3","1108","","p","","0"
"2025-03","Pelee Island","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296997515","181.41.1","12","","p","","0"
"2025-03","Pelee Island","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296997516","181.41.2","3","","p","","0"
"2025-03","Pelee Island","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296997517","181.41.3","9","","p","","0"
"2025-03","Pelee Island","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296997518","181.42.1","12","","p","","0"
"2025-03","Pelee Island","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296997519","181.42.2","3","","p","","0"
"2025-03","Pelee Island","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296997520","181.42.3","9","","p","","0"
"2025-03","Sarnia","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296997750","182.41.1","74362","","p","","0"
"2025-03","Sarnia","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296997751","182.41.2","36454","","p","","0"
"2025-03","Sarnia","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296997752","182.41.3","37908","","p","","0"
"2025-03","Sarnia","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296997753","182.42.1","74358","","p","","0"
"2025-03","Sarnia","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296997754","182.42.2","36452","","p","","0"
"2025-03","Sarnia","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296997755","182.42.3","37906","","p","","0"
"2025-03","St. Thomas","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296998455","185.41.1","10","","p","","0"
"2025-03","St. Thomas","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296998456","185.41.2","8","","p","","0"
"2025-03","St. Thomas","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296998457","185.41.3","2","","p","","0"
"2025-03","St. Thomas","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296998458","185.42.1","10","","p","","0"
"2025-03","St. Thomas","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296998459","185.42.2","8","","p","","0"
"2025-03","St. Thomas","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296998460","185.42.3","2","","p","","0"
"2025-03","Walpole Island","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296998690","186.41.1","209","","p","","0"
"2025-03","Walpole Island","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296998691","186.41.2","194","","p","","0"
"2025-03","Walpole Island","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296998692","186.41.3","15","","p","","0"
"2025-03","Walpole Island","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296998693","186.42.1","209","","p","","0"
"2025-03","Walpole Island","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296998694","186.42.2","194","","p","","0"
"2025-03","Walpole Island","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296998695","186.42.3","15","","p","","0"
"2025-03","Windsor","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296998925","187.41.1","342349","","p","","0"
"2025-03","Windsor","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296998926","187.41.2","235891","","p","","0"
"2025-03","Windsor","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296998927","187.41.3","106458","","p","","0"
"2025-03","Windsor","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296998928","187.42.1","340859","","p","","0"
"2025-03","Windsor","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296998929","187.42.2","235861","","p","","0"
"2025-03","Windsor","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296998930","187.42.3","104998","","p","","0"
"2025-03","Manitoba","2016A000246","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296999160","188.41.1","79827","","p","","0"
"2025-03","Manitoba","2016A000246","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296999161","188.41.2","20466","","p","","0"
"2025-03","Manitoba","2016A000246","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296999162","188.41.3","59361","","p","","0"
"2025-03","Manitoba","2016A000246","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296999163","188.42.1","56534","","p","","0"
"2025-03","Manitoba","2016A000246","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296999164","188.42.2","20348","","p","","0"
"2025-03","Manitoba","2016A000246","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296999165","188.42.3","36186","","p","","0"
"2025-03","Eastern Manitoba","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296999395","189.41.1","9403","","p","","0"
"2025-03","Eastern Manitoba","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296999396","189.41.2","8465","","p","","0"
"2025-03","Eastern Manitoba","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296999397","189.41.3","938","","p","","0"
"2025-03","Eastern Manitoba","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296999398","189.42.1","9403","","p","","0"
"2025-03","Eastern Manitoba","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296999399","189.42.2","8465","","p","","0"
"2025-03","Eastern Manitoba","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296999400","189.42.3","938","","p","","0"
"2025-03","Piney","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296999630","190.41.1","178","","p","","0"
"2025-03","Piney","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296999631","190.41.2","130","","p","","0"
"2025-03","Piney","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296999632","190.41.3","48","","p","","0"
"2025-03","Piney","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296999633","190.42.1","178","","p","","0"
"2025-03","Piney","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296999634","190.42.2","130","","p","","0"
"2025-03","Piney","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296999635","190.42.3","48","","p","","0"
"2025-03","South Junction","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296999865","191.41.1","1425","","p","","0"
"2025-03","South Junction","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296999866","191.41.2","1338","","p","","0"
"2025-03","South Junction","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296999867","191.41.3","87","","p","","0"
"2025-03","South Junction","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296999868","191.42.1","1425","","p","","0"
"2025-03","South Junction","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296999869","191.42.2","1338","","p","","0"
"2025-03","South Junction","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296999870","191.42.3","87","","p","","0"
"2025-03","Sprague","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1297000100","192.41.1","6795","","p","","0"
"2025-03","Sprague","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1297000101","192.41.2","6710","","p","","0"
"2025-03","Sprague","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1297000102","192.41.3","85","","p","","0"
"2025-03","Sprague","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1297000103","192.42.1","6795","","p","","0"
"2025-03","Sprague","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1297000104","192.42.2","6710","","p","","0"
"2025-03","Sprague","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1297000105","192.42.3","85","","p","","0"
"2025-03","Tolstoi","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1297000335","193.41.1","1005","","p","","0"
"2025-03","Tolstoi","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1297000336","193.41.2","287","","p","","0"
"2025-03","Tolstoi","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1297000337","193.41.3","718","","p","","0"
"2025-03","Tolstoi","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1297000338","193.42.1","1005","","p","","0"
"2025-03","Tolstoi","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1297000339","193.42.2","287","","p","","0"
"2025-03","Tolstoi","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1297000340","193.42.3","718","","p","","0"
"2025-03","Pembina Valley","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1297001040","196.41.1","23674","","p","","0"
"2025-03","Pembina Valley","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1297001041","196.41.2","9010","","p","","0"
"2025-03","Pembina Valley","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1297001042","196.41.3","14664","","p","","0"
"2025-03","Pembina Valley","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1297001043","196.42.1","23671","","p","","0"
"2025-03","Pembina Valley","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1297001044","196.42.2","9010","","p","","0"
"2025-03","Pembina Valley","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1297001045","196.42.3","14661","","p","","0"
"2025-03","Cartwright","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1297001275","197.41.1","263","","p","","0"
"2025-03","Cartwright","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1297001276","197.41.2","134","","p","","0"
"2025-03","Cartwright","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1297001277","197.41.3","129","","p","","0"
"2025-03","Cartwright","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1297001278","197.42.1","263","","p","","0"
"2025-03","Cartwright","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1297001279","197.42.2","134","","p","","0"
"2025-03","Cartwright","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1297001280","197.42.3","129","","p","","0"
"2025-03","Crystal City","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1297001510","198.41.1","165","","p","","0"
"2025-03","Crystal City","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1297001511","198.41.2","100","","p","","0"
"2025-03","Crystal City","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1297001512","198.41.3","65","","p","","0"
"2025-03","Crystal City","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1297001513","198.42.1","165","","p","","0"
"2025-03","Crystal City","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1297001514","198.42.2","100","","p","","0"
"2025-03","Crystal City","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1297001515","198.42.3","65","","p","","0"
"2025-03","Emerson","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1297001745","199.41.1","19860","","p","","0"
"2025-03","Emerson","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1297001746","199.41.2","5933","","p","","0"
"2025-03","Emerson","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1297001747","199.41.3","13927","","p","","0"
