"REF_DATE","GEO","DGUID","Traveller characteristics","Traveller type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-03","Mirabel","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296976132","90.41.3","65","","p","","0"
"2025-03","Mirabel","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296976133","90.42.1","85","","p","","0"
"2025-03","Mirabel","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296976134","90.42.2","34","","p","","0"
"2025-03","Mirabel","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296976135","90.42.3","51","","p","","0"
"2025-03","Mont Tremblant","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296976365","91.41.1","5","","p","","0"
"2025-03","Mont Tremblant","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296976366","91.41.2","3","","p","","0"
"2025-03","Mont Tremblant","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296976367","91.41.3","2","","p","","0"
"2025-03","Mont Tremblant","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296976368","91.42.1","5","","p","","0"
"2025-03","Mont Tremblant","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296976369","91.42.2","3","","p","","0"
"2025-03","Mont Tremblant","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296976370","91.42.3","2","","p","","0"
"2025-03","Mauricie/Centre-du-Quebec","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296976600","92.41.1","22","","p","","0"
"2025-03","Mauricie/Centre-du-Quebec","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296976601","92.41.2","22","","p","","0"
"2025-03","Mauricie/Centre-du-Quebec","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296976603","92.42.1","22","","p","","0"
"2025-03","Mauricie/Centre-du-Quebec","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296976604","92.42.2","22","","p","","0"
"2025-03","Drummondville","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296976835","93.41.1","1","","p","","0"
"2025-03","Drummondville","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296976836","93.41.2","1","","p","","0"
"2025-03","Drummondville","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296976838","93.42.1","1","","p","","0"
"2025-03","Drummondville","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296976839","93.42.2","1","","p","","0"
"2025-03","Trois-Rivieres","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296977070","94.41.1","21","","p","","0"
"2025-03","Trois-Rivieres","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296977071","94.41.2","21","","p","","0"
"2025-03","Trois-Rivieres","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296977073","94.42.1","21","","p","","0"
"2025-03","Trois-Rivieres","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296977074","94.42.2","21","","p","","0"
"2025-03","Monteregie","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296977305","95.41.1","106699","","p","","0"
"2025-03","Monteregie","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296977306","95.41.2","31668","","p","","0"
"2025-03","Monteregie","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296977307","95.41.3","75031","","p","","0"
"2025-03","Monteregie","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296977308","95.42.1","105880","","p","","0"
"2025-03","Monteregie","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296977309","95.42.2","31659","","p","","0"
"2025-03","Monteregie","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296977310","95.42.3","74221","","p","","0"
"2025-03","Clarenceville","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296977540","96.41.1","405","","p","","0"
"2025-03","Clarenceville","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296977541","96.41.2","162","","p","","0"
"2025-03","Clarenceville","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296977542","96.41.3","243","","p","","0"
"2025-03","Clarenceville","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296977543","96.42.1","405","","p","","0"
"2025-03","Clarenceville","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296977544","96.42.2","162","","p","","0"
"2025-03","Clarenceville","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296977545","96.42.3","243","","p","","0"
"2025-03","Covey Hill","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296977775","97.41.1","271","","p","","0"
"2025-03","Covey Hill","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296977776","97.41.2","108","","p","","0"
"2025-03","Covey Hill","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296977777","97.41.3","163","","p","","0"
"2025-03","Covey Hill","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296977778","97.42.1","271","","p","","0"
"2025-03","Covey Hill","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296977779","97.42.2","108","","p","","0"
"2025-03","Covey Hill","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296977780","97.42.3","163","","p","","0"
"2025-03","Dundee","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296978010","98.41.1","4109","","p","","0"
"2025-03","Dundee","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296978011","98.41.2","3224","","p","","0"
"2025-03","Dundee","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296978012","98.41.3","885","","p","","0"
"2025-03","Dundee","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296978013","98.42.1","4109","","p","","0"
"2025-03","Dundee","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296978014","98.42.2","3224","","p","","0"
"2025-03","Dundee","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296978015","98.42.3","885","","p","","0"
"2025-03","Hemmingford","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296978480","100.41.1","3260","","p","","0"
"2025-03","Hemmingford","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296978481","100.41.2","2102","","p","","0"
"2025-03","Hemmingford","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296978482","100.41.3","1158","","p","","0"
"2025-03","Hemmingford","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296978483","100.42.1","3260","","p","","0"
"2025-03","Hemmingford","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296978484","100.42.2","2102","","p","","0"
"2025-03","Hemmingford","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296978485","100.42.3","1158","","p","","0"
"2025-03","Herdman","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296978715","101.41.1","1361","","p","","0"
"2025-03","Herdman","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296978716","101.41.2","916","","p","","0"
"2025-03","Herdman","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296978717","101.41.3","445","","p","","0"
"2025-03","Herdman","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296978718","101.42.1","1361","","p","","0"
"2025-03","Herdman","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296978719","101.42.2","916","","p","","0"
"2025-03","Herdman","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296978720","101.42.3","445","","p","","0"
"2025-03","Lacolle: Route 221","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296979185","103.41.1","4452","","p","","0"
"2025-03","Lacolle: Route 221","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296979186","103.41.2","1790","","p","","0"
"2025-03","Lacolle: Route 221","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296979187","103.41.3","2662","","p","","0"
"2025-03","Lacolle: Route 221","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296979188","103.42.1","4452","","p","","0"
"2025-03","Lacolle: Route 221","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296979189","103.42.2","1790","","p","","0"
"2025-03","Lacolle: Route 221","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296979190","103.42.3","2662","","p","","0"
"2025-03","Lacolle: Route 223","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296979420","104.41.1","2512","","p","","0"
"2025-03","Lacolle: Route 223","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296979421","104.41.2","994","","p","","0"
"2025-03","Lacolle: Route 223","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296979422","104.41.3","1518","","p","","0"
"2025-03","Lacolle: Route 223","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296979423","104.42.1","2512","","p","","0"
"2025-03","Lacolle: Route 223","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296979424","104.42.2","994","","p","","0"
"2025-03","Lacolle: Route 223","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296979425","104.42.3","1518","","p","","0"
"2025-03","Noyan","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296979655","105.41.1","1242","","p","","0"
"2025-03","Noyan","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296979656","105.41.2","587","","p","","0"
"2025-03","Noyan","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296979657","105.41.3","655","","p","","0"
"2025-03","Noyan","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296979658","105.42.1","1242","","p","","0"
"2025-03","Noyan","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296979659","105.42.2","587","","p","","0"
"2025-03","Noyan","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296979660","105.42.3","655","","p","","0"
"2025-03","St-Bernard-de-Lacolle: Highway 15","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296980360","108.41.1","87224","","p","","0"
"2025-03","St-Bernard-de-Lacolle: Highway 15","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296980361","108.41.2","20651","","p","","0"
"2025-03","St-Bernard-de-Lacolle: Highway 15","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296980362","108.41.3","66573","","p","","0"
"2025-03","St-Bernard-de-Lacolle: Highway 15","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296980363","108.42.1","86424","","p","","0"
"2025-03","St-Bernard-de-Lacolle: Highway 15","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296980364","108.42.2","20646","","p","","0"
"2025-03","St-Bernard-de-Lacolle: Highway 15","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296980365","108.42.3","65778","","p","","0"
"2025-03","St-Hubert","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296980595","109.41.1","750","","p","","0"
"2025-03","St-Hubert","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296980596","109.41.2","228","","p","","0"
"2025-03","St-Hubert","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296980597","109.41.3","522","","p","","0"
"2025-03","St-Hubert","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296980598","109.42.1","731","","p","","0"
"2025-03","St-Hubert","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296980599","109.42.2","224","","p","","0"
"2025-03","St-Hubert","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296980600","109.42.3","507","","p","","0"
"2025-03","Trout River","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296980830","110.41.1","1113","","p","","0"
"2025-03","Trout River","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296980831","110.41.2","906","","p","","0"
"2025-03","Trout River","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296980832","110.41.3","207","","p","","0"
"2025-03","Trout River","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296980833","110.42.1","1113","","p","","0"
"2025-03","Trout River","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296980834","110.42.2","906","","p","","0"
"2025-03","Trout River","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296980835","110.42.3","207","","p","","0"
"2025-03","Montreal Area","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296981300","112.41.1","494355","","p","","0"
"2025-03","Montreal Area","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296981301","112.41.2","3466","","p","","0"
"2025-03","Montreal Area","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296981302","112.41.3","490889","","p","","0"
"2025-03","Montreal Area","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296981303","112.42.1","147579","","p","","0"
"2025-03","Montreal Area","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296981304","112.42.2","2201","","p","","0"
"2025-03","Montreal Area","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296981305","112.42.3","145378","","p","","0"
"2025-03","Montreal","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296981535","113.41.1","494355","","p","","0"
"2025-03","Montreal","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296981536","113.41.2","3466","","p","","0"
"2025-03","Montreal","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296981537","113.41.3","490889","","p","","0"
"2025-03","Montreal","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296981538","113.42.1","147579","","p","","0"
"2025-03","Montreal","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296981539","113.42.2","2201","","p","","0"
"2025-03","Montreal","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296981540","113.42.3","145378","","p","","0"
"2025-03","Quebec/Chaudiere-Appalaches","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296981770","114.41.1","49712","","p","","0"
"2025-03","Quebec/Chaudiere-Appalaches","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296981771","114.41.2","3234","","p","","0"
"2025-03","Quebec/Chaudiere-Appalaches","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296981772","114.41.3","46478","","p","","0"
"2025-03","Quebec/Chaudiere-Appalaches","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296981773","114.42.1","11176","","p","","0"
"2025-03","Quebec/Chaudiere-Appalaches","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296981774","114.42.2","3064","","p","","0"
"2025-03","Quebec/Chaudiere-Appalaches","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296981775","114.42.3","8112","","p","","0"
"2025-03","Armstrong","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296982005","115.41.1","2393","","p","","0"
"2025-03","Armstrong","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296982006","115.41.2","1122","","p","","0"
"2025-03","Armstrong","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296982007","115.41.3","1271","","p","","0"
"2025-03","Armstrong","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296982008","115.42.1","2393","","p","","0"
"2025-03","Armstrong","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296982009","115.42.2","1122","","p","","0"
"2025-03","Armstrong","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296982010","115.42.3","1271","","p","","0"
"2025-03","Pohenegamook","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296982240","116.41.1","46","","p","","0"
"2025-03","Pohenegamook","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296982241","116.41.2","33","","p","","0"
"2025-03","Pohenegamook","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296982242","116.41.3","13","","p","","0"
"2025-03","Pohenegamook","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296982243","116.42.1","46","","p","","0"
"2025-03","Pohenegamook","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296982244","116.42.2","33","","p","","0"
"2025-03","Pohenegamook","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296982245","116.42.3","13","","p","","0"
"2025-03","Quebec City","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296982475","117.41.1","44999","","p","","0"
"2025-03","Quebec City","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296982476","117.41.2","298","","p","","0"
"2025-03","Quebec City","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296982477","117.41.3","44701","","p","","0"
"2025-03","Quebec City","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296982478","117.42.1","6463","","p","","0"
"2025-03","Quebec City","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296982479","117.42.2","128","","p","","0"
"2025-03","Quebec City","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296982480","117.42.3","6335","","p","","0"
"2025-03","Ste-Aurelie","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296982710","118.41.1","1274","","p","","0"
"2025-03","Ste-Aurelie","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296982711","118.41.2","986","","p","","0"
"2025-03","Ste-Aurelie","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296982712","118.41.3","288","","p","","0"
"2025-03","Ste-Aurelie","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296982713","118.42.1","1274","","p","","0"
"2025-03","Ste-Aurelie","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296982714","118.42.2","986","","p","","0"
"2025-03","Ste-Aurelie","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296982715","118.42.3","288","","p","","0"
"2025-03","St-Just-de-Bretenieres","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296982945","119.41.1","188","","p","","0"
"2025-03","St-Just-de-Bretenieres","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296982946","119.41.2","145","","p","","0"
"2025-03","St-Just-de-Bretenieres","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296982947","119.41.3","43","","p","","0"
"2025-03","St-Just-de-Bretenieres","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296982948","119.42.1","188","","p","","0"
"2025-03","St-Just-de-Bretenieres","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296982949","119.42.2","145","","p","","0"
"2025-03","St-Just-de-Bretenieres","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296982950","119.42.3","43","","p","","0"
"2025-03","St-Pamphile","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296983180","120.41.1","277","","p","","0"
"2025-03","St-Pamphile","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296983181","120.41.2","269","","p","","0"
"2025-03","St-Pamphile","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296983182","120.41.3","8","","p","","0"
"2025-03","St-Pamphile","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296983183","120.42.1","277","","p","","0"
"2025-03","St-Pamphile","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296983184","120.42.2","269","","p","","0"
"2025-03","St-Pamphile","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296983185","120.42.3","8","","p","","0"
"2025-03","St-Zacharie","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296983415","121.41.1","535","","p","","0"
"2025-03","St-Zacharie","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296983416","121.41.2","381","","p","","0"
"2025-03","St-Zacharie","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296983417","121.41.3","154","","p","","0"
"2025-03","St-Zacharie","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296983418","121.42.1","535","","p","","0"
"2025-03","St-Zacharie","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296983419","121.42.2","381","","p","","0"
"2025-03","St-Zacharie","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296983420","121.42.3","154","","p","","0"
"2025-03","Saguenay - Lac-Saint-Jean","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296983650","122.41.1","9","","p","","0"
"2025-03","Saguenay - Lac-Saint-Jean","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296983651","122.41.2","7","","p","","0"
"2025-03","Saguenay - Lac-Saint-Jean","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296983652","122.41.3","2","","p","","0"
"2025-03","Saguenay - Lac-Saint-Jean","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296983653","122.42.1","9","","p","","0"
"2025-03","Saguenay - Lac-Saint-Jean","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296983654","122.42.2","7","","p","","0"
"2025-03","Saguenay - Lac-Saint-Jean","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296983655","122.42.3","2","","p","","0"
"2025-03","Saguenay","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296983885","123.41.1","9","","p","","0"
"2025-03","Saguenay","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296983886","123.41.2","7","","p","","0"
"2025-03","Saguenay","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296983887","123.41.3","2","","p","","0"
"2025-03","Saguenay","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296983888","123.42.1","9","","p","","0"
"2025-03","Saguenay","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296983889","123.42.2","7","","p","","0"
"2025-03","Saguenay","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296983890","123.42.3","2","","p","","0"
"2025-03","Ontario","2016A000235","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296984120","124.41.1","2153167","","p","","0"
"2025-03","Ontario","2016A000235","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296984121","124.41.2","618385","","p","","0"
"2025-03","Ontario","2016A000235","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296984122","124.41.3","1534782","","p","","0"
"2025-03","Ontario","2016A000235","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296984123","124.42.1","1469784","","p","","0"
"2025-03","Ontario","2016A000235","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296984124","124.42.2","613084","","p","","0"
"2025-03","Ontario","2016A000235","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296984125","124.42.3","856700","","p","","0"
"2025-03","Algonquin Park, Almaguin Highlands, Muskoka, and Parry Sound","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296984355","125.41.1","12","","p","","0"
"2025-03","Algonquin Park, Almaguin Highlands, Muskoka, and Parry Sound","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296984356","125.41.2","12","","p","","0"
"2025-03","Algonquin Park, Almaguin Highlands, Muskoka, and Parry Sound","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296984358","125.42.1","12","","p","","0"
"2025-03","Algonquin Park, Almaguin Highlands, Muskoka, and Parry Sound","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296984359","125.42.2","12","","p","","0"
"2025-03","Bracebridge","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296984590","126.41.1","12","","p","","0"
"2025-03","Bracebridge","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296984591","126.41.2","12","","p","","0"
"2025-03","Bracebridge","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296984593","126.42.1","12","","p","","0"
"2025-03","Bracebridge","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296984594","126.42.2","12","","p","","0"
"2025-03","Bruce Peninsula, Southern Georgian Bay, and Lake Simcoe","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296984825","127.41.1","89","","p","","0"
"2025-03","Bruce Peninsula, Southern Georgian Bay, and Lake Simcoe","","Canadian-resident visitors returning to Canada","Excursionists (same-day)","Travellers","418","units","0","v1296984826","127.41.2","82","","p","","0"
"2025-03","Bruce Peninsula, Southern Georgian Bay, and Lake Simcoe","","Canadian-resident visitors returning to Canada","Tourists (overnight)","Travellers","418","units","0","v1296984827","127.41.3","7","","p","","0"
"2025-03","Bruce Peninsula, Southern Georgian Bay, and Lake Simcoe","","Canadian residents returning from the United States of America","Travellers","Travellers","418","units","0","v1296984828","127.42.1","89","","p","","0"
"2025-03","Bruce Peninsula, Southern Georgian Bay, and Lake Simcoe","","Canadian residents returning from the United States of America","Excursionists (same-day)","Travellers","418","units","0","v1296984829","127.42.2","82","","p","","0"
"2025-03","Bruce Peninsula, Southern Georgian Bay, and Lake Simcoe","","Canadian residents returning from the United States of America","Tourists (overnight)","Travellers","418","units","0","v1296984830","127.42.3","7","","p","","0"
"2025-03","Barrie/Collingwood/Orillia","","Canadian-resident visitors returning to Canada","Travellers","Travellers","418","units","0","v1296985060","128.41.1","84","","p","","0"
